,Category,Text,Classification
40000,Etnia,Eu quero um macaco 😻,
40001,Capacitismo,vou ficar maluco,
40002,Homofobia,O jeito é dormi mesmo não me atende aquela veada,
40003,Sexismo,"@3RAWRCHA A galera pedia pra fazer o L pra virar o voto da arma pro Lula Daí a galera pró facho ficou brava e fala coisas tipo ""se te roubarem então faz o L"" tipo chamar o lula de político de estimação pra resolver seus problemas já que o governo do Bolsonaro não tava bom pra você",
40004,Politica,@RitaLisauskas Amiga @sacha_faria  a @RitaLisauskas já pode meter um processo no condomínio? Na esfera penal esse constrangimento não pode ser enquadrado em nenhum crime? Fascista só recua quando encontra uma barreira. Pode ser física ou jurídica.,
40005,Homofobia,@anast_rs @voidaleskii viadao em,
40006,Etnia,@lazarorosa25 Kkkk pinguçu o criolo para de delirar. Com esses comentários vc só envergonha e desclassifica o negro. Vc precisa ter vergonha na cara.,
40007,Calunia,@MariaQuiteriaT5 @miriambru @AndreJanonesAdv Vão pra rua e mostra quem é seu povo q votou no ladrão...,
40008,Capacitismo,@mse__999 Ey las heridas que hoy te tienen débil son las mismas que mañana te harán feroz. Creeme se por que lo escribo 😉,
40009,Aparencia,@CBLOL @RedBertt @titannlol1 @flaesports @REDCanids Engracado eh ver os caras falando que eh fscil. Eai fica aquele jogo feiozo de 40 mins e os caras acham lindo.,
40010,Calunia,@giovnnapiress @citronzin 40 graus de cornisse,
40011,Capacitismo,Manzana leprosa apta kosher https://t.co/Q9MuxpIdpC,
40012,Xenofobia,well same as here may lahing chingchong (❍ᴥ❍ʋ),
40013,Calunia,No entiendo cómo en el deporte masculino sea fanático o atleta tienen que ser tan agresivos. Qué asco dan.,
40014,Assedio,"Kkkkkkkkkkkkkk "" puta que pariu""😂😂🤦🏾‍♂️",
40015,Capacitismo,@isawbellissima As vezes eu queria ser analfabeta,
40016,Assedio,@strawbabycat 🐳 rabuda,
40017,Sexismo,@pretagiuli @choquei Ninguém é obrigado a sustentar meretriz. Se ela falou isso está a procura de alguém para se encostar. No mínimo a profissão mais antiga do mundo.,
40018,Sexismo,@MarcellaLarrate Sua rampeira,
40019,Capacitismo,@IreneMontero Eres un parásito inculto,
40020,Capacitismo,@spacialgarbage quem veio chorar aqui foi tu rata aidética,
40021,Capacitismo,@GabyLabree Pelo visto L continua a lesma lerda!!!,
40022,Sexismo,@hayprivgt3 @0_andreee_0 Vadia pq vc tá chamando outro homem de seu amor,
40023,Capacitismo,Jogo deu uma atrasadinha!   Entro em instantes com o queridíssimo @Acaraje19 pra trazer Ex-Totale vs Black Pearl  Quem será q leva essa vaga para o playin decider?   Corre lá pra BTS #CCT https://t.co/DWsU1M1592 https://t.co/NwIxHhPYkk,
