,Category,Text,Classification
145000,Assedio,Priquituda tabacuda tabacuda bocetuda the word of the year,
145001,Calunia,@LulaOficial Ei ladrão já foi se prepara pra voltar pra cadeiatá panguano ainda vaza que ainda dá tempo.,
145002,Capacitismo,Breezie the Hedgehog:  ← Versão anterior Edição de 18h57min de 24 de maio de 2015 Linha 1: Linha 1: +{{m... http://t.co/YOkLfxzbmW,
145003,Religião,@nanajouki @kfskauan herege,
145004,Xenofobia,https://t.co/iq9UWwlDB9,
145005,Capacitismo,papai acabou de entrar no meu quarto e me questionar. me chamou de anormal e é por isso que não consigo responder as perguntas dele.,
145006,Calunia,◆◆ Reservable Comic ◆◆ 【Amazon Us】 [ Release date: 11/23/2022 ] Marginal Operation ( UTC: 11/20/2022 2:30:48 ) https://t.co/g1DSeFdCKz,
145007,Calunia,@EdRaposo_ Vai nada. Essa.meliante é uma fraca!,
145008,Capacitismo,acordei drogado com um corte fundo no meu pulso  agora eu to sentado pensando o quão doente eu sou,
145009,Xenofobia,@epigmenioibarra Y cuando van acceder los juzgados gringos a castigar y limitar la venta de armas en la frontera?? NUNCA,
145010,Assedio,@claudia_diaz_28 Vc é maravilhosa linda perfeita adorei esse rabão gostoso,
145011,Aparencia,KKKKKKKK feiozo,
145012,Sexismo,a roupa de prostituta até pra brigar esse daí não deixa de ser piranha.... https://t.co/TI952xkUH5,
145013,Etnia,@arielsis @XboxBR Fica reclamando de jogo do Xbox sem legenda quando deveria cobrar da desenvolvedora q é indie. Agora falar do aumento do PS5 em vários países simplesmente 🫢. É triste saber q hoje a maioria dos YT só falam bem do PS5 para ganhar. Até tudo bem mas denigrir a imagem do Xbox,
145014,Religião,Príncipe macumbeiro e gostoso! https://t.co/4y5H4bSj8H,
145015,Calunia,a mc loma com o cornao de maraca https://t.co/fXuzY8ZBJG,
145016,Capacitismo,@MuchiuttiVis @drogado_iludido @b4stet666 sempre foi,
145017,Sexismo,Espero q eu n tenha feito errado n é minha área,
145018,Capacitismo,@marthamarco_ Anormal profunda.,
145019,Calunia,@FernandaLosss @euthomazcosta @tatizaqui agora pronto só a velha fedorenta q pode viajar agora é? aff como é burra,
145020,Sexismo,El comentario de este tarado 👇me demuestra la forma grotesca como por atacar a @PedroCastilloTe son capaces de tergiversar las cosas con mentiras y a proposito para engañar a la poblacion. https://t.co/l21fFIoc5I,
145021,Sexismo,sim vadia eu gosto de matue.,
145022,Capacitismo,João de Barros Braga:  ← Versão anterior Edição de 03h52min de 27 de maio de 2015 Linha 1: Linha 1:−{{ga... http://t.co/EO4f7dZt96,
145023,Politica,@Ori3nteFuri4 @elonmusk eu nunk entendi se a bolha era facista ou nacionalista,
145024,Xenofobia,@stellar_dre Hindi sa pagmamayabang… pero chingchong din ako,
145025,Capacitismo, Spider Mondrongo   Collection: Peculiar_Creatures Marketplace: @opensea Gallery: Newtokenblock -  New York  https://t.co/V1C7BULFJe  #nfts #nft #nftart #nftcommunity #nftcollector #nftartist #cryptoart #peculiarcreaturesopensea #NFTLaunch #NFTCommmunity #NFTNYC2022 #NFTProject,
145026,Homofobia,@CathalDall @joanpdsn @MokuMokujin91 @miojinha69 @TheAllieCanguru @colossalzinho_ @misazinhaz @mike_viadao @aaaaaslaa @shiinwz @phosps @Osukimaru q gay 🌹,
145027,Assedio,@sinceleprechaun Um rabao desses bicho,
145028,Capacitismo,Mi amiga la más estupida de todas.  La amiga: Yo.,
145029,Capacitismo,@homoidiotas Não entendi,
145030,Capacitismo,"@EugeniaLeon Con éste ""gran dirigente político"". Han perdido la vida más de 800000 mexicanos hay que ser un vil sicario o un completo alienado para apoyar la putrefacción que representa el cartel de @PartidoMorenaMx . https://t.co/Fejuc6EN3U",
145031,Calunia,@VGGUKMlN pública,
145032,Sexismo,Parece que a bicha tá andando pro ponto com pressa pq tá repanguelejando e ela tem que pegar o bus antes que caia a chuva. https://t.co/BrHjkYfDW5,
145033,Politica,@psxs0 @jonblogger @OPauloKogos assim o kogos namora sobre mim não vou entrar em detalhes mas colocar sexo como mérito só mostra que pra vcs é difícil,
145034,Xenofobia,@AdmiralBulldog @VICI Bye bye Erika Chingchong @VICI,
145035,Sexismo,Uno lee a estos salvajes y entiende por que existe gente que voto por el ex-guerrillo qué tal este tarado? Entonces pregunte si los periodistas las aerolíneas los jugadores  los árbitro etc. lo representan en serio son demasiado brutos. https://t.co/iHkKf6Zv2H,
145036,Capacitismo,@miosotisnoale meu deus serio?? que debilóide vai fazer essas coisas só para ser um baita de um esquisitinho jesus,
145037,Sexismo,Descobri que tenho praticamente dois úteros 😐 que se eu fosse uma trepadeira com fogo no cu e desse pra caras diferentes em intervalo de poucos dias eu poderia ter bebês diferentes de pais diferentes https://t.co/WtfB9QB7u5,
145038,Homofobia,@bluelukii ?,
145039,Sexismo,#KataaGMO @BIBA_Kenya  @routetofood https://t.co/69vsN1weN9,
145040,Capacitismo,Hahahahahahah esse cara fala merda demais mano meu deus do céu puta que pariu. Como pode ser tão mongolóide?! https://t.co/VEPLxIGhpX,
145041,Calunia,@marciolabre Quem é marginal ?   Vá se foder...,
145042,Homofobia,@cyberbuteco literalmente skin de VIADÃO,
