,Category,Text,Classification
55000,Homofobia,@GAELZINHOJM Omega,
55001,Capacitismo,@toiredelacourw mas deu a doida do nada?,
55002,Capacitismo,@gustavocjds @choquei Nao tenho paciencia pra debiloide não,
55003,Capacitismo,Les profs ils font un sacré gueule devant les finalistes.. C'est anormal tout de même sa..  #StarAcademy #StarAcademyleLive #StarAcademyLive,
55004,Capacitismo,@DefecatingB Se eu dou duro para conquistar o meu dinheiroseu cumpro os meus deveres e obrigações como cidadão ou cidadãeu tbm posso consumir no estabelecimento que eu achar adequado. Esses comerciantes contribuíram para afundar o País votando em um imbecil analfabeto e portanto...,
55005,Calunia,Grande parte disso é culpa do Piqué a gente podia tá feliz ouvindo uma música p copa de verdade mas dn Shakira tá ocupada lançando música de corna,
55006,Capacitismo,"@bambitita ""vao tentar ms cancelar"" pra ser cancelado tem q ser alguem mondronga",
55007,Homofobia,[08:42 19/11/2022] rita: amo voces [08:42 19/11/2022] rita: amo amo [08:42 19/11/2022] rita: amo voces amigos lindos [08:42 19/11/2022] felis: rita para de viadagem [08:43 19/11/2022] felis: porfavor,
55008,Politica,@ElGolGarracol A la ruedita lenticular le faltó decir que el mundial de Qatar es por lejos al más corrupto y que murieron más de 6.500 personas en la construcción de esos elefantes de hierro  acero y hormigón... Un mundial puesto sobre cadáveres,
55009,Sexismo,@malibianchi aquela cachorra me irritando,
55010,Calunia,Do you guys remember when Ronaldo returned to MU in 2021? That's my favourite moment for sure.   #RonaldoOnBinance https://t.co/tTugb1zt3C,
55011,Capacitismo,usted porcina inculto,
55012,Xenofobia,@driicca_cc @iagotuitaa Mas tem que trocar o terceiro roceiro,
55013,Etnia,@PortaldoJose Queremos garantir o seu canal. Como vai denegrir reputações e faltar com a verdade com Lula no poder? Vai ter que lamber as bolas do chefe.,
55014,Capacitismo,esse caraaaaalho desse bus de natal o motorista de papai noel sai pelas ruas buzinando que nem um debilmental VAI ASSUSTAR o capeta,
55015,Homofobia,eita meu Jesus pra ficar com a rayssa na mesma casa tem que ter paciência pq a bixa fala que só a porr,
55016,Xenofobia,@choquei NO FLOW 🍃😎 POR ONDE A GENTE PASSA 🚶🚶‍♂️🚶‍♀️É SHOW 🎉🎊🎇🥳 FECHOU 🔑🔑🔐E OLHA 👀👁️ ONDE A GENTE CHEGOU 💚🇧🇷 EU SOU 🗣️🗣️🗣️ PAÍS DO FUTEBOL ⚽🇧🇷🏟️🏟️ NEGÔ 👦🏿🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 ATÉ GRINGO SAMBOU 💃💃💃💃💃 TOCOU NEYMAR 🏃🏃🏃🏃 É GOL 🥅🥅⚽⚽⚽⚽⚽,
55017,Sexismo,"@anitablian @antonionetopdt @victormarquessp @artedaguerracnl Se elegeria fácil de abracasse o falso patriotismo. Foi honrado e leal aos principios mas belos do militarismo a demonstrar lealdade e respeito a disciplina apoiando o Ciro .. perdendo voto por isso . Enquanto uns idolatram o ""traveco"" que ganhou a eleição sendo traira",
55018,Xenofobia,@Walkure_Lyric @follow_me_Japa シンプル！,
55019,Assedio,Estoy caminando a la casa de mi abuela y literalmente frente a mi iba un chabon en bici.. dos motos se le pusieron a la par y le robaron todo. Deseenme suerte,
55020,Xenofobia,@folha Seria um prazer para Lula e os brasileiros não ter este carcamano na cerimônia de posse do Lula.,
55021,Xenofobia,Pq todo caipira americano se chama Eddie,
55022,Sexismo,@rodrigues_lesca A mocreia tá doidona 🤪🤪😜😜😜🤪🤪🤪,
55023,Politica,@BortottoJulia desinstala Ju  tão dizendo q tem gente nazista la,
55024,Sexismo,só bandeira lgbt sendo vendida e sapatao nessa fila https://t.co/1C4lU9bA7c,
55025,Sexismo,"Não tankei que ""The Danish Girl"" se chama A"" RAPARIGA DINAMARQUESA"" em Portugual.",
55026,Capacitismo,@magasuman @marcosd_ofc @tdysan Debilóide e vc sua sem cérebro guiada pela mídia podre,
55027,Politica,@fonsecasrosa @Red_Skorpio Acho necessário mostrar para o comunista que o capitalismo é compra e venda porque apoiar comunista e ganhar dinheiro de capitalismo é incoerente que mandem mais listas.,
55028,Sexismo,@chefinoficial01 meu pq tu n curte o meu Tweeter e curte dql arrombado mn😭😭😭,
55029,Capacitismo,Kitizinho caseiro hj 😇,
55030,Capacitismo,El millor central de la història del Barça i el somriure i la maneta de milions i milions de persones.   Gratitud i eternitat @3gerardpique,
55031,Etnia,Dor do dia: vai ter criolo aqui e eu não vou poder ir,
55032,Capacitismo,@vickii_leprosa No salgo mas con vos,
55033,Capacitismo,@Mariana_M0 meu deus alem de aleijada é criança,
55034,Sexismo,@skzbbgn Todo bi q conheço pende para o lado do mesmo sexo e é uma vadia skskkskskdkdkdkkd incluindo meu bff,
55035,Etnia,Ah mais enfeitei o morro pra Arg Argentino: de qué hablas macaco? https://t.co/ytgcWxfdSE,
55036,Capacitismo,@theromantic1996 Eu n vou beber kkkkk,
55037,Capacitismo,Bo ta bedeinkatuak izan ta atso mondrongo mondrongo ta hori dana.,
55038,Capacitismo,@RonnyJacksonTX @realDonaldTrump You can welcome yourself getting some bitches,
55039,Capacitismo,"@Mike_Oviedo Y le hacia el quite a la gaviota mordiendo las almohadas de Peña. Pero ahora es un tocado por dios corrupto de camino desviado que no le importa la gente que solo le importa lo suyo pero con ""la gracia del dios que le hablo por ser especial"". Imbecil ignorante.",
55040,Xenofobia,💋💋💋 https://t.co/Ph3Kq0OFKS,
55041,Xenofobia,@999abeilyz666 com o branquelo alto,
55042,Assedio,@ValennOchoa24 Callate tarada que lloro,
55043,Assedio,Seguro Rosalía salió corriendo a devolver los Grammys después de leer el tuit de la tarada esta ⬇️🤡🤡🤡 https://t.co/fXUj35ZQZb,
55044,Homofobia,@cadualbu @artoflovve iiiiih mó viadão,
55045,Capacitismo,@yoymiotroyo0 @womcolombia @Portafolioco @Uniandinos estoy mas que listo para no volver a caer en el mismo error  con esta empresa ya que los servicios que ofrecen son malisimos la conectividad ni me diga siempre debil,
55046,Calunia,@MiguelPoloP @MiguelPoloPolo2 Pololoca un personaje siniestro. Copia todo lo que escribe la Cabal y Paloma. Es un ignorante que desconoce los Procesos de Paz en el Mundo. No entiende los resultados del conflicto y los efectos Universales de la Paz. Verborreador y bruto.,
55047,Homofobia,estas boludas le creen todo a esta bicha no pueden ser tan pelotudas #gh2022,
55048,Capacitismo,@hahahahahajg @MinHobiFloppy @yoongimesonrie @hobily_17 Ah y te respondí así porque descalificaste y te reíste de la experiencia de otra chica por eso puse el ejemplo de un día normal en el que solo salía del trabajo esperando que fuera solo ignorancia y no absoluta estupidez de la primera es más fácil salir,
55049,Sexismo,Chega de impunidade! Assine a petição pra cassar o mandato da pistoleira dos Jardins https://t.co/btXsdwUj32 #forazambelli https://t.co/KsOfkdaIw5,
55050,Calunia,@llg_disc @Rconstantino Para combater ladrão bota dois de frente que um derruba a casa do outro ele e lula dois lixo que a assombra o Brasil !,
55051,Capacitismo,@aguhiyori @liciasemacento,
55052,Calunia,minha cabeça explode com esse papo que é maturidade e não sei mais oq pra mim eh cornisse e pronto https://t.co/aU3sEYQT1z,
55053,Capacitismo,@adeleclip dragoa aidetica,
55054,Etnia,MLS News: FC Dallas acquire F Jose Mulato Palacios - https://t.co/Jxd1Fp8EeI https://t.co/4uGbt9xkGl,
55055,Assedio,Sério mano q inferno tomar no cu,
55056,Calunia,primeira vez que eu vejo uma pessoa preta deixando a outra ser racista com ela e ainda continuar sendo amiga só pra não andar sozinha na escola é cada uma viu kk,
55057,Xenofobia,O Google me atacou com um card de um blog gringo dizendo que o Switch OLED atingiu seu menor preço: 279 £ 🤡 salário mínimo na Inglaterra é de 1.615 £,
55058,Sexismo,camila vadia racista https://t.co/NCAhRATmdg,
55059,Xenofobia,nunca fiquei tão triste na vida quanto eu to agora,
55060,Sexismo,pro amigo dele é posta vídeo agradecendo a cachorra aqui não kkkk aiai,
55061,Sexismo,sou muie pra casa só com ele também se não for com ele não quero com mais ninguém,
55062,Calunia,@Jubx_cx @realmeninav KKKKKKKKKK mt ladrona pô,
55063,Capacitismo,@ccardenassilva En que piensan esos tipos?? Se creen con todo el derecho de hacer desastres y robar… como si el resto está equivocado y ellos no… no cabe en mi entender lo anormal de su razonamiento. 🤯,
55064,Capacitismo,"1896 book ""Introduction à l'histoire de l'Asie; Turcs et Mongols"" was one of the first to lay the mythology of the alleged Turco-Mongol origins of the Anatolian Muslims. By no coincidence a major biographer of Atatürk confirmed this was actually his favorite book. 5/18",
55065,Homofobia,@eumechamonando acho ela linda o design e etc mas quando essa bixa abre a boca me enche de odio senhor jesus,
