,Category,Text,Classification
135000,Xenofobia,@baianolol1 Tqdaco mono yummi 😎,
135001,Assedio,@El_peree los porteños nos cagaron TANTAS vecesademás de que no nos cobraron el penal no me vengas con pelotudeces rubia tarada37 partidos jugamos y nos la bancamos para q vengas a decirme q los cagamosgallina,
135002,Sexismo,@Mikufagtlgd Pronto vadia,
135003,Sexismo,Abuzi tá tarado kkkkkkk,
135004,Capacitismo,@alexnero @priscilaprade Nossa!! Por isso que Crô gamou no zoiudo.,
135005,Sexismo,Tô bêbada e sem a Muié 🥺💔,
135006,Sexismo,@naoeoitachi @TittiesAndRum desculpa best não posso falar com vc sua muie me proibiu!! Quero uma possessiva assim tbm,
135007,Sexismo,game do of ou game dos 7 monstrinhos? só sapatao feia e gorda,
135008,Politica,@RodriguezManuel Libertad de expresión Libertad de expresión Libertad de expresión Libertad de expresión Libertad de expresión Te suena tóxico.,
135009,Xenofobia,Que o André ganha e te coloca direito na roça e que o quarto roceiro te veta https://t.co/y4SyfmhCG2,
135010,Capacitismo,Tô achando flamengo meio lerdo para contratarnessa temporada.,
135011,Assedio,@senadorhumberto Voz de taquara rachada kkkk esse velho insuportável desse Humberto kkkk,
135012,Assedio,@mgpnhr vsfd cuzuda me deixa,
135013,Sexismo,@revistaforum ZAMBELLI PRESA ZAMBELLI BANDIDA ZAMBELLI NA CADEIA ZAMBELLI PISTOLEIRA ZAMBELLI PISTOLEIRA DE BOLSONARO BOLSONARISMO MATA https://t.co/w5h4pWtRqq,
135014,Homofobia,Eu no trabalho https://t.co/1zZFZxF5nC,
135015,Assedio,Eu e Luiza somos muito pilantras vei kkkkkkk ce tá doido,
135016,Homofobia,To totalmente boiola por ele https://t.co/d2fM1gDpI3,
135017,Capacitismo,Simão e Bartolomeu:  ← Versão anterior Edição de 17h00min de 2 de maio de 2015 Linha 23: Linha 23: {{Fat... http://t.co/y64XRN0Qon,
135018,Politica,@paisoltaram Tanta nacionalidade vão pegar logo Paquistão,
135019,Assedio,@The__Clau Eterna rabudona adorooo💪💪💪💪💪💪💪💪💪💪,
135020,Capacitismo,@_yurizinhoo7 @cidadealtarp kkkkkkkkkkkkkkkkkkkkk é engraçado seu perfil tem muito cara de ser 1 retardado de 10 anos é só impressão?,
135021,Capacitismo,Me alegra que te allá gustado rey🤙🏻 https://t.co/vNL1BSjFiF,
135022,Capacitismo,@svegaf @lopezobrador_ @BeatrizGMuller Eres un pobre imbécil muerto de hmbre! Ocúpate de poner a trabajar este par de 🥚nes que pusieron los empresarios regios más bien son papel Regio porque  lo que te sale del hocico es lo mismo que limpia papel Regio! Tanta ambición ya los volvieron locos pnche sociopata! https://t.co/V47CogbmIi,
135023,Homofobia,@dayanetonaco gostou né viada?!,
135024,Capacitismo,@Nasko11586403 @VivaRevolt You mongol will perish sooner or later.,
135025,Calunia,@Rconstantino Porra pede um teste de drogas no Guga pq mesmo depois do Lula humilhar o pai dele ele continua babando ovo ! Deve ser um caso de cornisse aguda só pode !,
135026,Calunia,Me podes explicar porque sigo teniendo fotos con esa yeguaaaa 😭😭😭 cornuda,
135027,Xenofobia,@baianolol1 GuiSkiil,
135028,Homofobia,Bicha eu tô me amando demais https://t.co/8GBsOashRX,
135029,Capacitismo,É uma pena porque o cara é um gato só que é um debilóide um debilmental,
135030,Sexismo,@gcfspjim NOSSO https://t.co/yyEU7ganDl,
135031,Xenofobia,Mainha é um poço de preconceito vei,
135032,Capacitismo,@geno__td hmmmm justo ai eu já não sabia li a respeito dessa parada qndo a Square lançou o Kingdom Hearts só alguma treta de input lag mas graficamente o jogo não tava tão zoado,
135033,Calunia,@cauta_news Miliciano ganha dinheiro explorando a população. É o caso desse cidadão defensor da família (dele) dos péssimos costumes da ladroeira desenfreada e de deus idealizado por eles. As seitas evangélicas trocaram Deus pelo dinheiro e pelo apoio aos milicianos.,
135034,Sexismo,jogo da baleia azul https://t.co/phrRXJbSm5,
135035,Sexismo,@niaoopi @fabiomoraes O cara com mais de 20 anos na cara com foto de desenho KKKKKKKK VTN tua mãe deveria ter te abortado arrombado,
135036,Capacitismo,@ATellodeMeneses @AntonioPerezMEX @SChecoPerez Si claro. Es campeón gracias a checo. Que boludos!!!! Y después que se vaya Checo y siga siendo campeón también será gracias a Checo. Hay que ser alienado y parcializado.,
135037,Capacitismo,@futebol_info Agora é zoado pq é careca. Nada mudou. Só supera. Kkkkkkkkk,
135038,Politica,@drjorgerachid Cuando hablo de los muertos son los que se vienen cargando desde el 1942 . Suma los de la pandemia que eso fue gracias a la mala leche del gobierno criminal y corrupto que militas  Caradura,
135039,Xenofobia,@choquei bando de xingling filho da puta,
