,Category,Text,Classification
80000,Sexismo,@choquei Manda chupa meu pau.. 2023 é meu ano sua vadia.. da uma sugadinha aqui,
80001,Capacitismo,@RaoNoumanAhmad @ESPNFC Has he heard of the Mongol Empire? The Ottoman the Persian the Japanese Empires? Deflecting away from modern day slavery to talk about ancient slavery?!,
80002,Homofobia,Pequepe essa semana eu sou chefe de turma viado i agr????,
80003,Capacitismo,https://t.co/xFpdUnny0K https://t.co/4hXta7kZtw,
80004,Sexismo,@liviamello_20 vc tbm vadia,
80005,Calunia,Se manifesta aí @Dra_Deolane ... Lixo.... Bafuda..... Fedorenta.... https://t.co/8V722mXsuW,
80006,Xenofobia,@Veterinaria22 Sim muita coisa estranha muita gente estranha trazendo ideias erradas mas o povo não tá comprando.  Aqui de 10 que diz informar só repassa fake e narrativas. 🤦🏻‍♂️ Os caras jogam contra a própria nação.,
80007,Religião,@jacky_trades @firstkillersbr Jules herege hahahahah #SaveFirstKill #FirstKillFriday,
80008,Capacitismo,@cec_cabeludo Porra olha o movimento que o cara faz pra cabecear o bagulho parece uma minhoca aidética tendo derrame,
80009,Sexismo,@Pooxa_sapatao https://t.co/d1z5xMPrNV,
80010,Capacitismo,@durexcell @JapanPandaman @Kaatsup Belle esquive de sujet mais tu restes un mongol qui ne sait même pas écrire étudiant alors qu'il l'est,
80011,Sexismo,Tengo orgullo de ser del norte del mero Valle Oriente porque de ahí es el verdadero Nuevo León 🎶🤦🏻‍♀️  El nuevo corrido de Monterrey según el tarado de @samuel_garcias https://t.co/1T7U1MpWAc,
80012,Aparencia,VC jurou por jesus Cristo PELO Taehyungzinho  q ia arrasar Flnd isso ne kkkk pode fala Feiosa,
80013,Politica,@goldojota @daanacarolina_ ? n parei de te seguir,
80014,Calunia,@Flamengata88 fedorenta,
80015,Xenofobia,Essa garota vai ser nojenta quando crescer kkkkkkkkk tudo que eu lutei pra ter ela tem de mãos baianada gratidão a Deus por permitir dar a minha filha tudo do bom e do melhor!🙏🏼❤️,
80016,Capacitismo,@fifaworldcup_es @Newells ❤️🖤😍🇦🇷,
80017,Capacitismo,@Alice_inland13 A.maioria das eleitoras desse estrume são mulheres machistas e serviçais de homens que possuem o caráter igual ao desse debilmental,
80018,Homofobia,Luiz tá tentando reconciliar depois de xingar até a morte eu e o thalles pro namorado dele bando de cabaço pelo menos ganhei bolacha,
80019,Capacitismo,@_AmandaKlein Segundo Gramsci a senhora seria uma intelectual orgânica ou uma idiota útil?  Não estou xingando. Estou apenas tentando constatar algo.,
80020,Sexismo,@harryvelaryon @NINGPARDA O baitola de saia tbm,
80021,Etnia,@GastonTorresV @brit_bob @ArgentumFdez @solgraac A Oscar Ismael Poltronieri (de madre Lucianicomo dice el mulato resentido Torres “100% tano”) el único soldado con la Cruz al Heroico Valor en Combate nunca un cruza va a decirle esas mariconadas en su propia jeta nunca. Búscalo es Hombre Público. https://t.co/1qdaNjs1s8,
80022,Capacitismo,@yuehisuke0422 どうしようもないみたいだから頑張ってまた作ります･･･,
80023,Calunia,@LafaurieCabal Tú estás mal tío. Eres una vergüenza para los de tu generación. A ver cómo es eso de que se nace hombre o mujer? Eres un ignorante de aquí a Pekín!! Por qué no lees un poco hombre!!,
80024,Capacitismo,fui treinar hoje e quase sofri um feminicídio pelo meu namorado socorro Jesus tô aleijada,
80025,Capacitismo,@boltflu esse desgraçado ruim pior ainda foi o fdp que contratou esse mediocre essa rapariga aleijada puta ruim nem o Ayrton Gravida de 2018-19 foi tão cu assim e ainda sai falando merda uma puta dessa ele devia  levantar a mão pro céu e agradecer que o fluminense contratou ele.,
