,Category,Text,Classification
100000,Capacitismo,HOJE É 🇶🇦 1 x 3 🇪🇨 E EU SOU MALUCO,
100001,Sexismo,@figueiredocp Esperto ou não ingênuo deve ser quem apoia o vagabundo de 9 dedos,
100002,Xenofobia,eu e a be emocionando pq ele curtiu meus stories em ABRIL,
100003,Assedio,tem anjos voando em cima desse rabão,
100004,Homofobia,oiii gnt sou viado bixa gay 🏳️‍🌈🏳️‍🌈💗💗,
100005,Calunia,@Lumenei @VitorFe83487685 @BrunoDREIS93 @sardinha_samara @meirelles @mmeireles Isso é mais atestado de burrice dos Brasileiros que amam marginais do que de incompetência do Ciro... Só no Brasil mesmo onde a ladroeira e marginalidade reina que acreditar que votar em governos de ladrões é selo de proeza...,
100006,Calunia,@wilsonariasc Este señor @wilsonariasc es ignorante perverso o fanático creyente de bodega de @petrogustavo? Al subirle al banco un impuesto este sube a cada acción de servicio prestado el impuesto como valor agregado. Que dijo que el banco pierde? No señor el cliente es el que paga. https://t.co/hHJRiqCfst,
100007,Sexismo,É hoje que eu descubro se o Eduardo não é um velho tarado usando um fake,
100008,Calunia,@GustavoBolivar No secunde la bazofia de esa oligarca que además de ignorante es malvada lanza esos dardos con veneno como el video de las bolsas para defender al criminal Martínez Neira es una auxiliadora de la facha corruptela porque la integra y la usufructa por eso puja por la guerra,
100009,Sexismo,@andrefran em um país serio seu arrombado o seu candidato estaria preso! fim de papo,
100010,Politica,@super_caz @Silvy6701 Il padre era un generale nazista!,
100011,Sexismo,@_ascarlet te amo scarllat minha sapatao favorita da vida,
100012,Sexismo,ELE FALANDO DA MINHA CADELA ANDANDO VSF https://t.co/mObAUiE7hA,
100013,Etnia,Mate watch this! Claim your free Redux now! 🙅 @ovi_stark @gufsangord @pfa888 @yostoniee @zeeshan_jamal @channeljpeg @aadkstafford @KandSPerry @funketaylor @bigbo55b @0xnftwizard @Mikunzit @gingermaxx_ https://t.co/gMYHEhHmdZ,
100014,Assedio,@h3ll0k1ttyzz @natyxbr te amo cuzuda cafajesta😓😓😓😓,
100015,Sexismo,Queria eu que Laura vomitasse no chão assim no cantinho toda bonitinha  A vagabunda já vomitou EM MIM https://t.co/6MeHYC48HK,
100016,Calunia,"@TumultoBR @da_lalis Me sinto como se fosse assaltado ao lado de um policial e qdo olho para pedir ajuda o meliante ainda me dá um tapa na cara e diz ""CALA SUA BOCA MANÉ""!!",
100017,Capacitismo,@elsamu_011 @cesalbertini @AlertaCambio @Pontifex_es Lo dice el lerdo que cree en cosas satánicas. Eso sí es dar pena,
100018,Xenofobia,@Brasil958Diva É coisa de globalista com Bial 😂😂😂😂😂  Raça!!!! Nego olha pensa que é fresco se fode kkkkk,
100019,Capacitismo,@Theobione @jairmearrependi E precisa?? Kkkkkkkkkkkk O debilóide nunca mais apareceu e nem os fãs insandecidos sabem dele! Ele já entregou os pontos faz tempo já engoliu a derrota com cloroquina!,
100020,Capacitismo,@TheBoysTV Oi,
100021,Homofobia,@freitasxx_ Que viadao bonito ein,
100022,Capacitismo,@kidsonfriday dependendo dos resultados amanhã ou eu respondo na casa do bruce aquele velho vagabundo leproso ou nas taxas de suicidi 0,
100023,Politica,@Lupo55 @AmadoBoudouArg ¡Feliz cumpleaños basura corrupta chorro delincuente apátrida @AmadoBoudouArg! Mis mejores deseos. :-),
100024,Homofobia,@TudopeloTwice @sr_my_mina @lilyestatico Mona pelo amor de deus a bixa entrando no mundo do BL agora e vc recomenda um BL enorme https://t.co/yMxgYoKW81,
100025,Sexismo,@Menresa Biba Anlo eda Ey!,
100026,Assedio,@Maloqueiro_Azul E as coroa cuzuda desistiu ?,
100027,Xenofobia,@EstelitaBorges Projeção bosta pegaram um projetor xingling e mirou pro prédio,
100028,Capacitismo,@rojimeri @yessayala Eres estúpida No trato de hacer entender a animales,
100029,Sexismo,seu perfil foi visto por 2 pessoas na última hora https://t.co/XHOm6X6dl4,
100030,Capacitismo,@lucioruiiz @js_lullaby JAKSJAJAJJAJAJAJAJAJ no puedo creer que estás justificando el acoso que sufre una persona solo porque son las consecuencias de internet. Si mi argumento fue estupido el tuyo que es?,
100031,Assedio,@highendhomo Quero ser ela quando crescer,
100032,Xenofobia,@Esterbfr Tinha que levar o branquelo dessa vez😭,
100033,Calunia,a não pode deixar namorado sair com a amiga pipipipopo tenta projetar sua cornisse e insegurança no relacionamento dos outros é no  babaquice pura oq ta acontecendo com essa rede,
100034,Calunia,@Daniz__ Ain q isso Dani  Pior q sem filtro e cm bigodinho parece q eu sou fedido 😭😭😭😭😭,
100035,Capacitismo,@ana_beatriste igual@voce,
100036,Calunia,cornisse do caralho,
100037,Xenofobia,@Chiefsemleque YUPIIII,
100038,Capacitismo,simplesmente odeio gente estupida e arrogante o pior é a pessoa achar que isso é traço de personalidade forte na verdade você só é mal educada mesmo.,
100039,Sexismo,SE A JENNIE NAO TIRAR UMA FOTO COM A LILY NESSE CARALHO EU VOU JOGAR UMA PRAGA NELA TAO FORTE QUE A BICHA VAI PERDER OS LADOS https://t.co/2NDl4URlUj,
100040,Capacitismo,aquele meme do “- vou tocar pra você…- que delícia -eh música doida “ https://t.co/iOdbMPORAz,
100041,Sexismo,O tanto de comentário lesbofóbico me da nojooooooo!!!! Muito nojo de quem fica falando que sapatão tem síndrome de macho hétero só pq não é afeminada vão da a porra do cu de vocês da casa do caralho!!! Homofobia p crlh! Bando de lesbofóbico!!! Nojoooooooooooo https://t.co/9Gk65rcCNf,
100042,Xenofobia,La resistencia del pueblo del norte de Siria del sur del Kurdistán y sobre todo la revolución de las mujeres en Rojhîlat/Irán han arrinconado al fascismo turco. ¡Es hora de derribarlo!  ¡Ha llegado la hora! ¡Nos vemos en las calles!,
100043,Sexismo,Gente acho q quando a chuva abriu minha bolsa ela levou meu guarda chuva e blusa 😭😭,
100044,Capacitismo,1 https://t.co/VKnYqHnj8K,
100045,Sexismo,se eu pudesse quebrava essa vadia na porrada,
100046,Capacitismo,@HenryckMaciel Eu te amo meu amor,
100047,Calunia,@Juaanmartin2022 @alemalvarez @RodriDur82 @Moria_Casan jajajaja. No será que habla mal de TUGO? Por algo se van todos los empresarios. La que a voste gusta ladrona. la que a mi me gusta les kgó el juicio. Y no me cabe duda de que siempre vas a estar del lado de los chorros. Sos kircha qué le vas a hacer,
100048,Calunia,é cornisse atrás de cornisse com esses dois que RAIVA,
100049,Aparencia,@madgxr pra que? esse feioso tirou até minha vontade de viver,
100050,Xenofobia,MANO e na minha sala que tem um branquelo mais branco que folha A4 que jura de pé junto que é preto lightskin https://t.co/SeJT8AFN14,
100051,Xenofobia,https://t.co/tNWflpd5NK,
100052,Sexismo,Mina HBO ta mto zuada,
100053,Homofobia,Viado eu não acredito ksksksks que romântico,
100054,Capacitismo,@JanainaDoBrasil Blá-blá-blá doida varrida.,
100055,Homofobia,perdendo seguidores a rodo pois so entro no Twitter pra ser viadao,
100056,Homofobia,@enricoooww oh viado foda,
100057,Capacitismo,@dantedoabel @bittrafs ta doido pra dar pra mim né,
100058,Sexismo,sem https://t.co/KDWDxb3AR7,
100059,Capacitismo,🙃,
100060,Politica,@dyana_ferrer @randolfeap Isso mesmo minha cara amiga estamos juntos contra a intolerância nazista e reacionária que quer dominar o país da desordem!,
100061,Capacitismo,@kamilessie Kkkkkkkk inveja eh foda neh q idiotice do caramba,
100062,Etnia,@MrHilg3rt @Dottiestrain007 @hang_fc oxi sai fora eu e ele ja estamos em um relacionamento,
100063,Xenofobia,🦜 paraguaio,
100064,Sexismo,@yaasminalbuq_ quem eh você mocreia,
100065,Capacitismo,Ouvi dizer que engravidou... Vai ter baby bife ?,
100066,Capacitismo,@Jumping344 @Cyrilhanouna Mdr l animateur est tunisien c est le boss alors ta réflexion est juste pété pauvre mongol,
100067,Sexismo,@Biakicis Pq quem ameaça eles é gente da tua laia … lembra da sua amiguinha fujona ? A pistoleira do jardins ?,
100068,Politica,@deltanmd Canalha corrupto nazista facista. Sua melhor decisão será o suicidio. Vc não vale nem um centavo. A população brasileira tem nojo de vc e do corrupto juiz seu macho!!!!,
100069,Sexismo,"@david_agape_ Na boua povo precisa aprender que ""falar mal"" é diferente de ""falar a verdade"". Então se chamam a  Rampeira do Planalto de Micheques é pq ela recebeu cheques não explicados em sua conta. Se é chamada de ""linguista de Ratanabá"" é pq dá chilique evangélico p comemorar propina.",
100070,Calunia,Quién pudiera ser ignorante hoy en día para poder ser feliz.,
100071,Sexismo,@faellyyyy @ronaldgarza @sisilhaaa Lacrou a mocreia https://t.co/VwACseqM3R,
100072,Assedio,eita maria como tu é boazuda https://t.co/MQBQ6k2kVn,
100073,Etnia,22:36 / 57:34  • Tempo 02 - Luta  Criolo - Samba em 3 Tempos Lama,
100074,Etnia,@JordyMk @KendoArsne1 Interessant!! Le pire c‘est que ça marche pas trop donc c‘est forcément autre chose,
100075,Capacitismo,FOI O BARROSO. LULA TÁ ESCLEROSADO https://t.co/R6H4iWBBqM,
100076,Capacitismo,@lannaamoura ANÃO AKKAKWKAKAKAKAKAKKA,
100077,Homofobia,@_joaori obviamente,
100078,Aparencia,@JulianoDamas2 Eu moro do lado então posso te falar que não dá certo kakakakakkakak,
100079,Calunia,trabalhar no feriado é muita cornisse não vou superar nunca,
100080,Capacitismo,@Claudiashein @RutilioEscandon Los esbirros pejistas y su estupidez infinita. Shitbrowns sin limite,
100081,Sexismo,as anti cadelona metendo o fucinho onde não foi convidado vai atrás de resto dos teu fav tudo mais forçado que eu quando vou cagar,
100082,Capacitismo,Estou louco para programar alguma coisa mas não consigo pensar em nada. Aí num relapso de memória de querer criar jogos eu tentei abrir o Unity meu computador foi de comes e bebes. Uma ótima noite à todos.,
100083,Capacitismo,perdi ela hj https://t.co/b4XgIoFNkL,
100084,Capacitismo,me sinto idiota flnd oq eu sinto,
100085,Capacitismo,Primero el Féis después el Guasá qué más querés de mi débil humanidad pequeño demonio? https://t.co/03ZfI5HiUI,
100086,Assedio,Espero no ser el único que en veces se sienta de la mierda y se de cuenta de la puta rutina de la vida. Que no tiene NADA de sentido😶,
100087,Capacitismo,@RubenAlgabeno Graciassss  yo creo que me han visto últimamente tan apenado con mi Sevilla que así sabían que me ivan animar 😃,
100088,Capacitismo,@tvcultura @lf_ponde Pondé eu tinha um pouquinho de admiração por ti. Mas depois da idiotice que disseste  no jornal da cultura esse tiquinho de admiração evaporou-se. Seu modo de pensar está bem equivocado ao não imputar nenhum crime ao Moraes e dizer que ele está com a razão.,
100089,Politica,@ultimenotizie Quello che dice uno dei Gerarchi del Regime Nazista di Kiev fa solo ridere! La domanda semmai da fare doveva essere: esisterà ancora l'Ucraina in Primavera?,
100090,Sexismo,pode analisar que eh só mocreia e imbecil que tão tentando defender a b17 da vanessa lopes,
100091,Calunia,@teresacastellmx Señito son las consecuencias de 18 años de estar chinge y chinge fanático pg kks mesías y más lindeces. Ahora asuma las consecuencias y aguante vara.,
100092,Calunia,@Neoadolfo Nehomar ve a olerle los pedos a Lara Farias que te tiene “nariceado”… ignorante,
100093,Capacitismo,Eba q legal eu odeio leoninos e tenho motivos https://t.co/JvUEPvEwT4,
100094,Homofobia,@kaiserarqueiro 👍🏻👍🏻,
100095,Sexismo,saudades da tierlist de traveco do tsk,
100096,Calunia,@deIiccatte vou me abster pra nao ser ignorante,
100097,Homofobia,@60noBigNose KKKKK olha q arregassado,
100098,Homofobia,e pra melhorar ele é um gay viado homossexual baitola gay viadao gay pra porra  #SinaisDoOutroLado #OShippParanormal https://t.co/ICho3I9a9p,
100099,Capacitismo,a política já acabou porra vai mamar bolas de político na casa do caralho mermão se ficar colocando essas merdas na minha TL eu vou bloquear tmnc bando de mongolóide da porra fico puto boy,
100100,Capacitismo,virando low profile aos poucos,
100101,Capacitismo,@Margaritarosadf Porque no se dedica a estudiar y superar su estupidez?,
100102,Xenofobia,@alertatotal @TSEjusbr Nero tupiniquim  !!!,
100103,Etnia,@javiersilva0826 @karinin7986 @ALECARXIM Es que no es que su cuerpo lo opaque es la conducta mientras ejerce si lo hiciera un hombre pensaría lo mismo a mi en lo personal no me daría tranquilidad si yo estuviera pasándolo mal con una situación legal yo repito yo no sentiría nada de confianza.,
100104,Sexismo,rafael cellbit lange eu juro que eu vou te quebrar na porrada cabeludo arrombado #SDOL,
100105,Calunia,@GugaNoblat Golpista são vcs! Eleições fraudadas faz o L de LADRAO Perdeu mane!,
100106,Sexismo,BICHA BONITA https://t.co/HG7wYjcAM0,
100107,Etnia,@sa_terra_ Deu vtd,
100108,Sexismo,Fatos sobre hoje:  - Murilo Huff tem cheiro de talco Jhonsons - Eu fiz propaganda de Eu Gosto Assim na Super Live  - A cada 20 perguntas que me fizeram 19 eu puxei um gancho pra divulgar o Gustavo 🫠 - SIM EU SOU CADELONA!,
100109,Sexismo,nossa se tem peito pequeno ah e vadia vc acha q eu n sei puta vagabunda me paga silicone cadela,
100110,Calunia,@CarlinhaamaMJ @cheiradordelolo @Itachiuchira95 @fileposs @revenge1089 @kaosgud @RapMais !!!,
100111,Capacitismo,Tem que ser muito retardado pra torcer pra Argentina quero mais é que o Messi (ídolo e GOAT) se foda muito na copa,
100112,Capacitismo,@santzsam @LulaOficial Cara parece que você está na minha mente! KKK eu estava pesquisando TV's e um video game pra se divertir né pq nem só de trabalho vive o ser humano kkkk mas ta td o olho da cara tá maluco kkk tenho q ralar muito pra poder comprar um tv boa e um video game,
100113,Aparencia,@LadySancent meus alunos vão ter a sorte de eu escrever mt devagar e o azar da minha letra ser mt feia,
100114,Capacitismo,@brendasafra @chwespring você vive num lugar triste,
100115,Assedio,tá se achando a bocetuda #asktokyorev,
100116,Sexismo,@pedrinnxzs respeita arrombado https://t.co/9iVSN5HRz6,
100117,Sexismo,cabeludo filho da puta arrombado do caralho tirou minha sanidade e botou no meu rabo,
100118,Etnia,@BrunoHeleno6 @tiiinto @jairbolsonaro Se apegam no podem para denigrir. Mais não e xergam um palmo na frente do nariz é terrível. Não digo que a família Bolsonaro é santa pois são . A Própria bíblia diz não a na terra ninguém m único justo mais temos que optar pelo menos pior.,
100119,Assedio,cheguei num ponto de odio onde a voz ds filha da puta desgracada nojenta salafraria canalha pedaco de bosta cuzuda cu merda buceta droga disgrama pedaco de esterco me irrita mesmo nao estando proferindo oq seria palavras comigo estou coringando estou morrendo vou me matar,
100120,Capacitismo,Pronto agora eh esperar o dragonflight  ( sim eu odeio pala heal ) https://t.co/XjyUgltR14,
100121,Etnia,Vols defense getting cooked,
100122,Capacitismo,@anatristekk @haterdefujoshi vc pode ana eu não mostro,
