,Category,Text,Classification
155000,Capacitismo,@AnaJVillagran Pendej4 todo mundo pagamos estupida,
155001,Homofobia,@rselovs eh a segunda vez que ela desativa e some ne,
155002,Assedio,@AnaClaraGomesX Sensata obrigada,
155003,Aparencia,não sou obrigada a ter sororidade e empatia por essa garota feiosa bunda mole que se acha melhor que todo mundo e na vdd não é nem metade do que fala,
155004,Etnia,@alvvsofi @AndreJanonesAdv @lelispatricia A mentira da esquerda não andou já foi desmascaradas A tática da esquerda é denigrir a imagem das pessoas O LULA JÁ SE FUDEU LULA É O SER MAIS ODIADO DO BRASIL PELO CIDADÃO DE BEM DESTA NAÇÃO,
155005,Calunia,@AmonAton10 @Ephemeral_100 @2510Alessita @rodezel y lo de ser fanático de alguien en que momento tiene que ver con algo ?,
155006,Homofobia,@yesoobs Todo dia você posta algo do tipo bicha a gente já entendeu sua boiola,
155007,Capacitismo,estúpido es lgmt lo buena que soy,
155008,Homofobia,ata,
155009,Sexismo,@Livsqra @Joniswaldo vc q escreveu esse texto aq ne seu boqueteiro,
155010,Homofobia,@magefds @poderiarsernos @manumathiass_ aí que viadagem ge,
155011,Calunia,@Alex_Ronsani92 Kkkkk insuportável sem educação sem ÉTICA manipuladoradebochada desrespeitosa boca suja por todas essas questões e adjetivos é que talvez a boca dela é TÃO fedorenta pois o ÓDIO e a falta de compaixão que ela carrega no coração submerge na boca. Fora Deolane!,
155012,Capacitismo,@CelluNcosta @ThiagoResiste @alexandre Chôo daqui!... Fascista debilóide,
155013,Xenofobia,@alexandre_cwbx @TerraBrasilnot Tem que tirar tudo e largar pelado na rua kkkkk,
155014,Capacitismo,jogo do cachorro debilmental https://t.co/JDbOXXvyAF,
155015,Capacitismo,@g_rafael Guauuu q tales argumentos oye anormal. Anda sigue alucinando q sabes algo de derecho. Sigue histérica gritando izquierdista rojo zurdo q es tu único argumento …animal !!!,
155016,Etnia,@ma__k90 https://t.co/YUFZuMnqPR,
155017,Capacitismo,tuberculoso de cu é rola,
155018,Xenofobia,@AndreJanonesAdv O argentino já mostrou que a crocodilagem foi só com votos de presidente inclusive votos bem depois das 18h!,
155019,Calunia,@giuuugarcia06 la profe de biologia = la más cornuda de todas😆,
155020,Calunia,@vval_alvarez matate cornuda,
155021,Aparencia,E eu que chamei a menina de feioza achando que era a Rayane e a menina ainda me deu tchau 🤣 Que vergonha vey eu tava sem óculos 🤡😂,
155022,Capacitismo,@Biakicis O sua tapada.  O governante do Brasil ainda é o debiloide do Bolsonaro. Ou vc já esqueceu?,
155023,Etnia,@lostwithdragons Pero en Alvarado va una mulata de fuego 😉,
155024,Sexismo,bgk vadia,
155025,Xenofobia,@Y00NVAMP pois eu falei deles😍 scr mas o.tema tb n especificou ent acho q sim mas falei de pescador tb e ciganos,
155026,Capacitismo,tô parecendo retardada falando com sotaque de sulista mn,
155027,Sexismo,@marimannarelli_ @Prevendotudo tu q tá brincando c a sorte trepadeira,
155028,Homofobia,@lucatubara0 Bicha ele literalmente me deu rt tb,
155029,Assedio,Eita como ela foi boazuda aqui meninas https://t.co/yHV9HrjtRM,
155030,Homofobia,@Luiz11223332 tu e teu povo fica na favela mendigando pão ô seu viado você é seu povo não tem dinheiro nem para comprar um simples pão imagine para comprar armas e veículos kekekekekekekek,
155031,Capacitismo,@pingodacohab2 sai dessa doido,
155032,Capacitismo,Me encanta ver a mis amigos progresar en sus trabajos y en todo lo que hacen 🥹🥹🥹,
155033,Aparencia,@adnimmen DebilDebiloideDefuntoDemonioDifuntoDoidaDoidoEguaEscrotaEscrotoEsporradaEsporradoEsporroEstupidaEstupidezEstupidoFedidaFedidoFedorFedorentaFeiaFeioFeiosaFeiosoFeiozaFeiozoFelacaoFendaFornicaFuradaFuradoFurãoFurnicaFurnicarFuroFuronaGaiata,
155034,Xenofobia,fui a la peluquería a teñirme de morocho y la peluquería me convenció de dejarme rubio.. me lo retoco Y POLACA PAREZCO AHORA,
155035,Capacitismo,@EdRaposo_ Esse daí é um legítimo retardado. Ou melhor retardade!,
155036,Aparencia,Deus me perdoe mas Netflix perdeu toda graça quando colocaram essa Ari feiosa pra ter destaque #Elite6,
155037,Assedio,@analettice oi cuzuda,
155038,Capacitismo,@jlfs15 Huy hasta para mostrar la imagen este imbécil es clasista jajajaja,
155039,Sexismo,@CRZ_PH Buxexa e Racha que o diga. Enfim... É mais fácil chamar o cara de macaco do que dizer que não beija um traveco.,
155040,Capacitismo,@WolneyNanda KKKKKKKKKKKKKKKKKKKKKK ANAO,
155041,Calunia,Deve tá fedido esse jogo. https://t.co/lX8lXKmd06,
155042,Capacitismo,@hey_purin De nada man,
155043,Politica,@Nestor44226898 @appsindicato Pro fascista golpista vc passa pano né?,
155044,Aparencia,@miriamleitao é feioza nao ta facio torcer contra o MITO né #BolsonaroNoPrimeiroTurno,
155045,Assedio,Megafone: A imoralidade da raspadinha https://t.co/LlVwQko8Q9,
155046,Capacitismo,No hay manera de que no llore por ti hoy!!! Gracias a la estupidez de un idiota con poder de decisión perdiste la oportunidad de ser campeón del mundo 🌎 y hoy una maldita lesión le quita al mundo la posibilidad de ver al #BalondeOro en acción en #Qatar2022 https://t.co/sFtH6Cx5c2,
155047,Capacitismo,cara tô doida para comprar livro novo sendo que minha estante tá quase intocável de tanto livro lacrado,
155048,Capacitismo,Otra estupidez de este gobierno de Boric.Incluida cts 2 de congresales.  El fin de la Cuenta 2 de las AFP: Por qué el Gobierno propone eliminarla y qué ocurrirá con los US$ 3 mil millones que acumula https://t.co/EdPZfDSrdE,
155049,Capacitismo,El beat de la sessions del Duko ES UNA OBRA DE ARTE el cambio de ritmo la orquesta de fondo los strings los brass el 808 deslizado de drill DIOSSSSSSSS🤩🤩🤩🫶,
155050,Capacitismo,@wonyvkcal KKKKKK pelo menos ficou bnt rujm se tivesse ficado zoado,
155051,Sexismo,@gustavocolonnas eu,
155052,Sexismo,@cardardo @jairmearrependi Além de ser pistoleira,
155053,Xenofobia,Impossível não ser xenofóbico com árabe. Eles odeiam todo mundo então a gente odeia eles,
155054,Sexismo,@raiseakkk mds passa o mapa astral agora.,
155055,Sexismo,@ijenkr Sapatão desde sempre...,
155056,Xenofobia,Quirguistão ameaçou seus cidadãos na Federação Russa com prisão por participar da guerra contra a Ucrânia.,
155057,Sexismo,Eu acabei de comprar um biquíni da moça aqui no meu trabalho aí ela tava me contando que os biquínis grandes eram biquínis que só sapatao comprava    Eu sapatao comprando biquíni pequeno.😳,
155058,Calunia,@MaraLuquet @YouTube Esse cara é tão lixo quanto qualquer bolsonarista fanático.,
155059,Sexismo,Eita bicha não vou nem dizer nada pq vai parecer que eu sou chata,
155060,Homofobia,@brom_elisa Veado,
155061,Assedio,Y anda ya tiré un par de comentarios y ya siento q piensan q soy tarada o infantil pq me ofendí pero es q no me sale hacerme la q no me afecta jjjj,
155062,Calunia,cornão,
155063,Aparencia,ainda me traiu com uma feiosa seu vagabundo,
155064,Calunia,essa coitada é muuuito corna eu tenho muita dó toda vez que ela aparece pelo meu insta pq olhaaaaa é gaia viu,
155065,Homofobia,@scaraincel o seu viado desgraçado,
155066,Capacitismo,Terminei aquele vídeo paródia do vídeo da @hevinsane  De novo tá aqui o original👇 https://t.co/OMVmNwvHGe https://t.co/jeZLhlLPEY,
155067,Sexismo,Esperanza Gómez le dijo la verdad desnuda a la meretriz. La dejó viendo un polvero.,
155068,Sexismo,@juaopms @giosasc @IsraelVanc @oarthuralbano Né um baitola desse,
155069,Aparencia,"tava aq imaginando q se um dia eu vinhwr a ""discutir"" com alguém n vai adiantar mta coisa pq tipo a pessoa vai tá falando os trem la e eu n vou negar a n ser se me chamar de feia ams de resto..",
155070,Sexismo,@lorennalawrence @Kaue_xz kkekedkkrkrkrkrkrk vc é sapatão?,
155071,Homofobia,smash mesmo ele sendo um viadao bonito https://t.co/xo1CSJyoxA,
155072,Capacitismo,nao adoro q sejam íntimos cmg https://t.co/J8vfcAwn1I,
155073,Sexismo,O twitter é dela mas ela foi tomar banho e eu invadi. É isso família.                Você é linda sendo até trepadeira. Kkkk  Att. @protetordobem,
155074,Sexismo,@qualquerlis eu vou te dar um murro grande https://t.co/o3t0yPe4pX,
155075,Assedio,@alicia_bunduda Quem mi dera poder começar beijando essa bunda deliciosa e acabar com a minha língua molhadinha dentro desse cuzinho. Delicia😋,
155076,Capacitismo,@DanikRM_ Hilo para hijos de puta imbeciles que se voltean a las primeras Pedazo de imbecil,
155077,Sexismo,bicha nem vc acredita nisso,
155078,Sexismo,e eu que coloquei uma ruma de sapatao ouvir urias ( sendo que elas não sabem quem é),
155079,Capacitismo,@brunnosarttori Na sua família tem alguém canceroso precisando de remédios? Por isso q vc charla  n precisa cuidar de câncer né?,
155080,Capacitismo,rafael tossindo a cada dez segundos na chamada puta tuberculoso do caralho,
155081,Aparencia,@anira05ac @luizinhallc tudoooo feio,
155082,Capacitismo,Hank Scorpio:  ← Versão anterior Edição de 20h55min de 11 de maio de 2015 Linha 1: Linha 1:−[[Imagem:Sco... http://t.co/50jrD2c0lW,
155083,Xenofobia,@anaalbuu eu te amoooo,
155084,Calunia,@Parraga_LVBP Estimado el perreo  de castro lanzando el bate al frente del dogout contrario está mal. Pero lo de Cabrera y Caribes es de malandro de pandilla. Le debe caer una fuerte sanción.  A castro con una en la costilla se le baja un poco la boconeria....,
155085,Homofobia,@d3b1nh4__ eita mas tu e baitola t amo tira a calcinha,
155086,Capacitismo,Melanie Martinez Summer Walker  Trippie ReddSzaBillie EilishGigolo y La Exce Feid Mora pal choli Rauw de nuevo Ella Mai Jamsha Omar Courtz uno de dembow que en verdad lo de porque compre pa dos y nunca lo dieron Luar y muchos más ojalá 😩✨. Es mucho pedir lo se. https://t.co/Yo3TxxdESW,
155087,Calunia,"Cuando un perro ladra y enseña sus colmillos seguramente será para atacar; y si mueve su cola es señal inequívoca de afecto y confianza; ahora cuando un hombre ""mueve la cola"" no sabe uno qué esperar.  ""El hombre le hace caricias al caballo pa´montarlo"".",
155088,Calunia,@delfinagomeza Nuestras mujeres? De qué hablas ladrona,
155089,Homofobia,porra de amor paterno KKKK mlk boiola do krl pega esse shape aq,
155090,Capacitismo,Notición: Floor Jansen venció al cáncer 🤘❤️  La vocalista confirmó en sus redes sociales que la operación logró extraer todo el tejido canceroso y no se expandió por lo que está libre de cáncer y lista para volver a los escenarios. 👏  #nightwish #fl… https://t.co/04KWUPxq4t https://t.co/o1HmSGzyu5,
