,Category,Text,Classification
20000,Sexismo,"@tomotario É só falar ""cala boca sua vagabundo imunda ter bom gosto não me faz nerd e nem gay""",1
20001,Homofobia,@criadospejao bixa tá a cara do teu pai,0
20002,Etnia,@ThiagoResiste @choquei CRIOLO EMICIDA MANO BROWN,0
20003,Sexismo,nossa mas só ganhamos hoje ein louis em 1# sendo uma lenda e harry se livrando dessa mocreia,0
20004,Capacitismo,"Imagem:Escudo do Interporto.png: Alhazred enviou ""Imagem:Escudo do Interporto.png"" http://t.co/0Y2i0G1Wrv",0
20005,Aparencia,Não se esqueça disso nego! Eu posso me vestir assim pq eu sou negro e vc é branco e em vc fica estranho. Use a corrente mais brilhante e a camisa mais cavada vc vai continuar branco e feio!,1
20006,Assedio,Ojalá pudiera fingir cómo toda está puta gente vacía que dice que no siente y no soñarte mas y  no escucharte en cada canción.  Porque se que me lees negra.,0
20007,Capacitismo,To indo já pro vermelhinho vou fazer uma pré pra prime... Eu sou retardado pré pra open bar puta que pariu!,0
20008,Calunia,SENTA CORNA AI,0
20009,Xenofobia,"@paulosoaresf @sportv Quando o negro africano desembarca na America do Sul permanece com a identidade negra de raízes africanas. Mas quando o branco europeu desembarca na America do Sul de repente deixa de ser branco e vira ""latino"" ""brasileiro"" ""argentino"".",0
20010,Capacitismo,Nunca en la vida había tenido un ataque de ansiedad por alguien nunca me había enfrentado a mis padres por alguienno he dormido más de 24 hrs en mi trabajo baje el 99% de mi rendimiento he dejado de comer me siendo débil sin ganas de nada que me está pasando:……..,0
20011,Politica,En Dota 2 la comunidad podrá ser tóxica manca idiota comunista...pero nunca una estrella porno. No no nunca como los de LOL y Valo xD https://t.co/yVGRn62d5C,1
20012,Capacitismo,@_LizVilchis Jajaja me salio un tweet de la estúpida analfabeta,1
20013,Xenofobia,agora q percebi q os gringos estao usando os memes da nazare https://t.co/1AMnM8QBCG,0
20014,Calunia,pode me chamar de tudo menos de fedorenta,0
20015,Capacitismo,que loco estupido,0
20016,Capacitismo,eu não sei quem tava mais drogado ontem se era os cara que tava fumando ou eu que tava sentindo o cheiro,0
20017,Xenofobia,@windlapse bando de miserável kkk eu cago na boca dessa baianada pra eles nao morrerem de fome e eles vem dar lição de moral no twitter pprt,1
20018,Capacitismo,@h0tmetalhead aidetica,1
20019,Calunia,que humilhação passar pelo its cheio de gente toda suja e fedorenta pós trato,0
20020,Capacitismo,— Se ha plantado frente a @Kamagod_of_love  mirandola entre sería y apenada...  Pero con una sonrisa para encontrarla.-  Necesito ir a Londres... Pero no puedo viajar por medios convencionales.... Conoces alguna forma de transporte rápida  alternativa y segura?.... https://t.co/ujCZzlIlJL,0
20021,Calunia,@oLexzin @laianesilva__ Se a corna for ela sim  1M DO GABEPEIXE NA TWITCH,0
20022,Xenofobia,@SucrenixWright Um probi paraguaio 😭,0
20023,Capacitismo,@ange_la1985 @Roja53C Institución servil al modelo económico. Que estupidez mas gigante. La familia es anterior al estado y cualquier forma de gobierno. Es la primera institución privada y creada por Dios por algo es el núcleo fundamental de la sociedad. Y lo sacaron del Art 1 CT para el mamaracho🤔,0
20024,Etnia,a vida de uma tarja preta sem remédio é em preto e branco,0
20025,Sexismo,Eu lembrando que final de semana passado foi tao bom que eu vi mais de uma estrela cadente no céu,0
20026,Assedio,🤡 https://t.co/LzR3yTzlin,0
20027,Assedio,sai do fake nicki minaj https://t.co/84NQLIgSPE,0
20028,Capacitismo,Esa tonta idea que tienen que ganar a un hombre y volverse su esposa te hace mejor mujer que la otra es la cosa más estúpida y retrógrada que eh escuchado un hombre no te define por quien eres y hombres hay un chingo así que amigas neta no se peleen por ellos.,0
20029,Etnia,os habitantes da cidade. Sobrevivem apenas Jim um homem negro e Julia uma mulher branca. No centenário da publicação de “O cometa “ Saidiya Hartman professora de Columbia e nome fundamental do pensamento negro contemporâneo escreveu o,0
20030,Homofobia,@naturabroficial gato gordo veado,0
20031,Capacitismo,O SM foi lerdo e nem postou o picks e bans do primeiro jogo da MAD no madrugadão do megalodon!  Mas viemos com a maior cara lavada para postar: VITÓRIA MAD CATS! A MAD ESTRÉIA COM VITÓRIA RELAMPAGO (novidade kk) https://t.co/c3IvqjXs7Y,0
20032,Xenofobia,@Sisi_Zee 😪 you sef don japa,0
20033,Capacitismo,Que fase! Tava mexendo no computador e minha mulher assustada perguntou que mondrongo era esse no meu braço.  Era meu tríceps. Minha esposa se assustou com a possibilidade eu ainda ter músculos.  Eu preciso voltar a forma e reverter isso.,0
20034,Sexismo,A MOCREIA DA CERSEI PRESA EU QUE PEDIIIII,1
20035,Xenofobia,esse branquelo tá achando que é festa? filho vc tava jogando praga em mim até ontem o pior é que deu certo mlk do carai,0
20036,Calunia,@jm70_pr @WKAQ580 No soy independentista. Fanático o fanática TROLL. Tal cual imberbe. 😂😎,0
20037,Aparencia,seu perfil foi visto por 5 pessoas nas últimas 6 horas https://t.co/lO9wzi0qjG,0
20038,Capacitismo,— O marido da sua irmã?  — Isso.  Sua bochecha teve mais um espasmo.  — Por quê?  — Foi idiotice. Não importa.  Aquilo preso na garganta dele era um rosnado?  — É claro que importa. — A voz dele estava enganosamente suave. — Por que ele fez isso?  eu amo um aiden preocupadinho,0
20039,Assedio,Por falar na @alinelgporto olha o gelo dessa raspadinha... parece aquele que tua geladeira não faz kkkkkkkkkkkkkkk https://t.co/PJq6TLfWP7 https://t.co/xVsI6togjL,0
20040,Aparencia,@ayatogif feiosa nada ela é uma lenda,0
20041,Sexismo,@taestilo sdd da mocrea,0
20042,Xenofobia,hoje pegou pra judiar 😓,0
20043,Xenofobia,@JVarela78 A un amigo le banear on temporalmente por poner chingchong en el chat del lol tras haber sido amenazado de muerte por un chino muy XD todo,0
20044,Homofobia,@fkKase @futurizando_ @0M4K1_ Q FDP KSKSKSKKSKSKXK,0
20045,Sexismo,@DianaMa67815249 @mlniembro Se encuentra agazapado esperando el momento de ver que lado de la historia le conviene más... Otra prostituta de la política.,1
20046,Capacitismo,@dottomiau tampoco es para querer tirar una cuenta a lo estupido y ya si te molesta mutear y bloquear y ya esta,0
20047,Homofobia,@pauiagua ?,0
20048,Sexismo,hoje vi uma cachorra shitszu vestida de branca de neve foi um terrorismo visual !!,0
20049,Politica,Monryfest! Jajajaja 😂🤣 la vieja política ursuera y corrupta! https://t.co/ejtvbqVRnV,0
20050,Homofobia,@thronicktebet viado o povo é chato e elas são lindas,0
20051,Capacitismo,FAZ O L DE LEZADO https://t.co/PSLNnZ2AT9,0
20052,Xenofobia,@Miltonneves Não é pra judiar dos nossos caminhoneiros,0
20053,Xenofobia,@follow_me_Japa トッピングをバレないレベルでつまみ食いするのに、時間がかかった。,0
20054,Xenofobia,Why don't we talk about Xingling more she's perfect AND her skill is so fucking cool https://t.co/dPH9sGCrL0,0
20055,Capacitismo,@joicehasselmann Mulherzinha retardada só sabe mama as tetas,1
20056,Religião,@pco29reserva PCO Based!,0
20057,Homofobia,@dottieunderwd mds que veada,0
