,Category,Text,Classification
75000,Homofobia,viado acabei de assistir esse filme barbarian e que doideira essa merda,
75001,Etnia,castigo do monstro sim ele voltou o mais temido pelos alunos q irão apresentar Olhos Coloridos de Sandra de Sá na consciência negra o Sarara Crioulo...,
75002,Homofobia,@iCakeKitt @gnrsxs nossa senhora mas lá vem a boiola. NINGUÉM TE CHAMOU BAITOLA. viada veada cervo,
75003,Capacitismo,cristalizada aquélla por el nuevo Japón el nuevo implante canceroso sin rumbo definido salvo el que la misma razón tecnoeconómico-imperialista dicta.  (ya seguirá................),
75004,Calunia,@golden_djinn @BellatorMMA @MonsterEnergy No boy list. He isn’t very good but might be able to do something in Bellator since their MW division sucks,
75005,Calunia,Yo tengo palabra yo soy ese perro que si muerde cuando ladra.,
75006,Calunia,@hmmartinez66 @danscrip @LaulettaMiguel No sé de dónde sacas que soy ignorante pero por suerte acertás en que soy feliz. Nadie tiene una mirada absoluta verdadera y única. Pero si de verdad no podés encontrar un hilo que une la gran cantidad de ejemplos que pusieron en el hilo yo no confiaría tanto en lo que leíste.,
75007,Capacitismo,@GgmAndrews @sonianovaispb Ex apenado e mentiroso!,
75008,Calunia,@tenhotdah TÊM CERTEZA Q ISSO AÍ ERA PARA FRAUDAR A FAVOR DO LULA? ISSO ESTÁ COM CARA DO MARGINAL BOZONARO QUE COLOCOU ATÉ A POLÍCIA PARA IMPEDIR O POVO DO NORDESTE A VOTAR ELE SABIA Q TINHA QUE GANHAR AS ELEIÇÕES DE QUALQUER JEITO PQ SE PERDESSE A IMUNIDADE PARLAMENTAR SERIA PRESO 🤣🤣,
75009,Assedio,@sofiatinha eu tenho é dó,
75010,Assedio,Alguém pra comer meu rabão?   #PINTOAWARDS #PINTOSAWARDS,
75011,Sexismo,@nayeon_psd @97bonbonjk @fated0613 Nao to entendendo vadia fala língua de gente,
75012,Capacitismo,será q com 50 anos eu ainda vou ser mongoloide?,
75013,Xenofobia,@tomasstorraoo deve ser deve mas melhor que a Martim dos ciganos e decerteza,
75014,Capacitismo,débil https://t.co/Pl5jVX3anR,
75015,Sexismo,macaco fudido filha da puta arrombado,
75016,Capacitismo,@GalaNavarro Hermoso 💖 me lo llevo Galita,
75017,Xenofobia,Claro que si que tengas un buen día Polaca https://t.co/vfPZWCNvU0,
75018,Capacitismo,@folha Só no Brasil q uma idiotice dessas acontece...,
75019,Capacitismo,Primer día sin Twitter https://t.co/5YkB5qvsFN,
75020,Sexismo,@JANI_VALVERD @choquei Sai daqui mocreia sabe de nada de futebol e quer opinar pq o cara não tem a mesma opinião política que vc sua estranha.,
75021,Homofobia,serase esse ano eu ainda vejo a amiga do meu vizinho aq 😞 a bixa já deve ter percebido que eu n parava de olhar pro snake bite dela,
75022,Capacitismo,"Não existe esse ""mas"" filho... Se vc tem responsabilidade e não gasta mais do que arrecada vc já está cuidando do mais pobre. Deixa de ser esclerosado https://t.co/XGyEP8xtiX",
75023,Assedio,abrindo o koo https://t.co/6bHMR4hOLY,
75024,Assedio,se acha a bocetuda,
75025,Sexismo,@folha Espanhola pistoleira,
75026,Assedio,@ElAlexQuackity VIVAAAA LAS PUTAS,
75027,Homofobia,@mike_viadao akslasklaks que foooodaaaa,
75028,Homofobia,@enzoferrii ta mt bom viado pqp vontade de posta foto com todas,
75029,Assedio,safada demais pro meu coraçãozinho,
75030,Capacitismo,2 dias de game e ja tamo lançando o tal do 30 bomb Aleijado 🫠 https://t.co/261kdbriPk,
75031,Xenofobia,Baianada do krl,
