,Category,Text,Classification
110000,Xenofobia,@baianolol1 Trooexary,
110001,Sexismo,ata amo https://t.co/nz2yWjR7Si,
110002,Aparencia,@zoyadevils óbvio q n lu n sou amiga de gente feia,
110003,Homofobia,@djiogg seu unico erro ai eh essa monstruosidade de dracozolt e aquele veado,
110004,Capacitismo,@samu_k4 @JosCarlosSala3 @choquei Fonte: Águas de Lindóia,
110005,Calunia,@BernardiniRomeu @peterjordan100 nem viu o filme cornao,
110006,Sexismo,Добраніч https://t.co/YGIDQoNOck,
110007,Xenofobia,VAI TOMAR NO CU PORRA ESPERANDO HOMEM TORTO DESDE 2019 NESSA PORRA E É CANCELARO VAI TOMAR NONCU CARALHO,
110008,Capacitismo,@lolaescreva Meu Deus que mongoloide,
110009,Sexismo,pedir pra minha cachorra escolher  as respostas pras 90 questões e conseguir sair da prova o mais rápido possível,
110010,Homofobia,vou mudar de personalidade n vem dizer que sente falta da anterior dps não viu seu filho da puta.,
110011,Assedio,Pra quem disse que tatuagem na canela dói dói porra nenhuma KKKKK 😂,
110012,Assedio,@Arraxfires_ Ele quer uma pika br bem grande naquele rabao dele e não ta sabendo pedir,
110013,Calunia,tufão descobrindo outra cornisse,
110014,Capacitismo,@Levi28374732 @YgorMariano6 @SeiErrado Não combina pq a maioria dos cara de 31 anos são calvos. Nao é comum ver alguém com 31 e ainda franjudo. Maluco é um vencedor um deus entre homens!!!,
110015,Homofobia,@eriiquo porra esse curupira tá entupido de bicha,
110016,Etnia,ese cigarro hizo q me dieran unas ganas de vomitar horribles pero calmo mis pensamientos pq sentí mi mente en negro dios quita dios da,
110017,Capacitismo,@DlmFelipe @oemputecido po eu ja meto o passinho do aleijado gratuitamente,
110018,Politica,Ai ai Deus abençoe o comunismo. Que nunca me decepciona,
110019,Assedio,@anakkkkkklara Cuzuda,
110020,Sexismo,@jisoorabuda bicha queeeee,
110021,Etnia,@lepe_kkk @malubrgs_ Macaca não respeita tô só conhecendo sua família aqui no mato,
