,Category,Text,Classification
45000,Sexismo,a yasmin rindo da minha cara odeio essa rampeira,
45001,Sexismo,Esa bicha pronto va a caer hoy dijo que no le importa que se vaya alfa que entre alguien que me de bola dijo la patética https://t.co/HpHuowNdlU,
45002,Assedio,Olha que velha safada,
45003,Capacitismo,vcs falam sobre isso mas nunca vi um print provando isso agora se eu pegar na minha galeria eu tenho gente do seu fandom chamando o skz de aidético e usando de assuntos sérios em fanwar https://t.co/4e9FjwY8Z5,
45004,Xenofobia,mó preguiça,
45005,Etnia,@777helo_ @hang_fc tá louca pra ter um filho com ele e roubar a herança dele a fortuna do blink.,
45006,Sexismo,@putadodoyoung vagabundo,
45007,Calunia,decime ladrona ese corazón me lo robo,
45008,Sexismo,Se elas fossem aproveitadoras como umas aí rs iam ganham tanto dinheiro das sapatão,
45009,Sexismo,@sofia_luarah A metade sapatao é durona,
45010,Calunia,@be_uetaa do jeito q fala parece ate q nunca foi corno,
45011,Capacitismo,@BadFeminista Encima fue a buscar más plata. Dios me libre y me guarde de ser así de idiota,
45012,Capacitismo,[24/10 13:39] Lasagol: Po maria clara é pq tu tb n conta muito [24/10 13:39] Lasagol: Tu é toda mondronga [24/10 13:39] Gutierrez❤️❤️❤️: que isso [24/10 13:39] Juan: Kkkkkkkkkkkkkkkkkkk  Eu dou graças a deus que sou amigo desse mlk tá maluco,
45013,Capacitismo,@cibellyrefri (COLOCO POR LIVRE ESPONTÂNEA VONTADE),
45014,Capacitismo,@TucaAndrada3 Entendi... o carrapato fica esclerosado desenvolve ideologia de gênero abandonado o gado e começa a sugar o tomate..,
45015,Sexismo,@melivasc JURAVA QUE TU ERA SAPATAO 😦😦😦,
45016,Assedio,@thamslima achei meio 2012,
45017,Xenofobia,@Tanuki_arte @Japa_2k22DV @sammuvicc @Blade00491876 @_ANIMEse Entre as 5 primeiras s. Mas a 6 é a melhor de TODAS,
45018,Calunia,@tendenciasfutar Muy de cornudo https://t.co/7l7LdmAiJM,
45019,Sexismo,@gvgvcheata0 E perdeu o vídeo do traveco que te marcaram 😂😂😂,
45020,Assedio,Acordei cá cama molhada e a boca toda rachada da febre da madrugada 😓,
45021,Xenofobia,Nao canso de retweetarkapakapa https://t.co/UPsbW6Xk44,
45022,Politica,@GiusCandela Uno fascista l’altra ignorante in Storia!,
45023,Assedio,@alicia_bunduda Krlh só tem velho e gado aqui pqp,
45024,Capacitismo,@Texi_o_lezado @jander_caua @nunes_valeriano @luzakiwu @Yamadaichii me compra um PS5 pai?,
45025,Sexismo,@Danielsalcan_ Como ahora en la capital elegimos cada tarado adorador de delincuentes … tienes chance,
45026,Xenofobia,@Fernand33469730 @DeputadoFederal Ele não ajuda nem o povo dele os gaúchos imagina a baianada...,
45027,Capacitismo,@caiquegomes1812 @SofaScoreBR @CBF_Futebol Contra gana Guatemala Honduras ... Fica fácil né. De 2018 pra cá jogou quantas vezes contra europeus? Aí chega na copa toma na olhota Isso que é foda,
45028,Capacitismo,@MatheusPohl_ depois fala de mim analfabeto,
45029,Etnia,A verdade é que você Tem sangue crioulo  - Sandra de Sá,
45030,Capacitismo,@bd_wal @todonoticias Y para que la escuchas entonces....? 🤣,
45031,Capacitismo,@TonioSupremacy qué bueno que entraste en razón. Alexa play bandido by ana bárbara,
