,Category,Text,Classification
105000,Sexismo,@KittiesandCarts @Dammit90 @KennyPowersHoe @conservmillen And you're just mad because you can't get laid. Poor sad Incel.,
105001,Sexismo,mocrea tb https://t.co/DWmbYg69to,
105002,Etnia,@Libro_negro_ A parte de que ni gastan por que todo lo facturan y lo declaran como gastos menores estoy seguro que esos hermanos cocineros están viviendo al limite. Los tienen checados y a parte están bajo el yugo de alguien porque les hizo el paro.,
105003,Aparencia,@kribwiros pse mas mt feia,
105004,Capacitismo,ANAO ANAO ANAO ANAO ANAO VAI SE FUDEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE #SinaisDoOutroLado,
105005,Etnia,@vulgokainho kaio para de ser preto seu cabelo assim tava lindo,
105006,Sexismo,@MarsinhoIII a França tá vindo duro também lá eles tem um comedor de traveco. Mbappe já baixou o Ronaldo_Fenomeno.rar,
105007,Sexismo,@Biafantasyd @danilo_sanches Parem de dar trela pra uma rampeira dessa ela quer atenção só,
105008,Capacitismo,Prata: Fotos que valem algumas pratas:  interwiki links  ← Versão anterior Edição de 07h43min de 23 de mai... http://t.co/I6A5pfJUJX,
105009,Capacitismo,Volvimos a perder. Todo indica que semifinales @MOTAGUAcom será el rival más débil. El @CDVictoriaLCB de @NazarSalomon mientras tanto lo de siempre sacrificio lucha huevos. Que bonito equipo tiene la jaiba.,
105010,Xenofobia,@camaredinho O pedagogo chora,
105011,Capacitismo,@DmoUser01 @IJNAtagoh @aravvek1 @maracorrea @Zeh_moretti @Lquepassa @FeCastanhari Kkkk dá pra parar de falar igual debilóide e fapar igual uma pessoa normal?,
105012,Homofobia,@madufca @ilyroseno @pjminiecut @baemjcv viada mulher senta toda empinada,
105013,Calunia,@iTzGiannnnnn @duda_segantinii @_gallone @dani_merlino @GuittiBrunno Vc é o maior corno do Brasil  ainda dps de tudo fica correndo atrás  ! Supera baby,
105014,Sexismo,@felipeaug__ n sou organizada,
105015,Calunia,@GeorgenyPerez @GeorgenyPerez sabías que hay una diferencia entre fanático y aficionado? Hoy me doy cuenta que eres aficionada yo soy caraquista pero te presento mis respetos tu opinión objetiva habla muy bien de tu amor y respeto por el juego 👌 saludos,
105016,Etnia,@CleverMonsterCT Liberated haitians with new owners.  You have not ever been free. First were the French then the Boyer´s mulato and after the gringos and papa doc these are the new owners. You just have been handed from one group of slave owners to another. https://t.co/ytfXX2F9uX,
105017,Homofobia,@Puskas_sama Deve ser muito viado a pessoa não ter pelo e falar que não quer ter pelo Pelo é de cabra macho,
105018,Capacitismo,@GovPierluisi @NRDems El gobierno no está haciendo nada tu equipo de mongoloide acción creación cuando ya no allá dinero por que la obra está corriendo hasta el último centavo no pidas demuestra pero el equipo pierluisi mongoloide está en acción y el pueblo TRABAJADOR EN EL OLVIDO,
105019,Politica,@GiorgiaMeloni Basta Armi all'Ucraina  basta finanziare il cocainomane nazista. Vergogna,
105020,Capacitismo,Same here. https://t.co/ZxqS14hAKX,
105021,Capacitismo,Grove Street Families:  ← Versão anterior Edição de 19h34min de 30 de abril de 2015 Linha 1: Linha 1:−AV... http://t.co/yMjdZURIcl,
105022,Sexismo,minha muie e linda slk,
105023,Xenofobia,@thxagu2 De fato foi pra judiar,
105024,Assedio,@TrostLemos Só vem safada,
105025,Assedio,@FidalgoFeliz Bando de feminista safada.,
105026,Capacitismo,@MarcosP46510366 @UOLNoticias 🤣🤣🤣🤣🤣Alienado!,
105027,Aparencia,@gleisi Para vocês ter roubo é normal vão perder e feio e o Ladrão vai ser preso novamente.,
105028,Capacitismo,tes tosiña de tuberculoso non fallas Manola non fallas.,
105029,Homofobia,Meu pé direito ta arregassado quero só ver como que vou conseguir ir e voltar da escola hj,
105030,Capacitismo,@DoentesPFutebol 2x1 catar jogo louco,
