,Category,Text,Classification
165000,Homofobia,@tashimito Ja,
165001,Xenofobia,Vai passa mal cmg kkkkkkkkkkkkk 😘,
165002,Capacitismo,Fui dormir de boa e acordei agora de madrugada com uma tosse digna de tuberculoso,
165003,Xenofobia,@enanachora @VicOficialida @NorbertoBriceno No hay nada más gringo que hacerse el test de ADN para ver la ascendencia xd,
165004,Sexismo,n importa o quão boa seja sua relação com eles. vc precisa desse tempo só teu. confia.,
165005,Xenofobia,@GabrielDaysz @mcleal59 @ttmionzinho Se você não se sujeita a ladroagem você tem sua carreira encerrada aka gameover do nerd tetudo apoiador de regime comunista xingling,
165006,Capacitismo,vai tomar no seu cu simone tebet privatização a minha olhota https://t.co/yBRLXxRaha,
165007,Capacitismo,@77_frota Quero o nome da deputada que fez o canguru perneta  kkkkj.,
165008,Calunia,que cornagem mansa é essa que selinho não é traição ??,
165009,Capacitismo,ta maluco nossa https://t.co/JoPlutMiQ4,
165010,Capacitismo,@ManuelBulnes21 Luis Enrique es tan estúpido que convocaría hasta Víctor Valdes si pudiera no convoca a Shakira porq ya no está con Piqué... Si no....,
165011,Calunia,@ricelly_queiroz @ThiagoResiste Pra um pedófilo confesso ser chamado de corno publicamente é até um elogio.,
165012,Capacitismo,@myukittie KKKKKKK juroo essa aidética tá tão doida por atenção q atira pra todos os lados coitada da passa fome,
165013,Capacitismo,@luccassro @anninhapv_ @ymathhh anao lucas seja putifero plmds,
165014,Xenofobia,um maluco falou dos ciganos na redação do ENEM e citou a Wanda pq nas HQS ela é de um povo cigano assim usando ela de exemplo por conta de preconceito. Vendo o vídeo eu achei genial.,
165015,Capacitismo,@mitags Esse Zé Ruindade é um esquerdista enrustido ou tá esclerosado.,
165016,Xenofobia,Talvez o plano de viajar pro Quirguistão e mudar de nome não seja tão ruim,
165017,Calunia,@RdePierola Mucho fanático de fútbol y de la religión.,
165018,Etnia,Strongi - Ruszki Mulató 🎺 https://t.co/vwl2RAxDbd via @YouTube,
165019,Etnia,@stravvcherry @localauniverse slr yaa mt kamu ga masuk mentab soalnya😭 udah aku hb yaw thanks💗,
165020,Capacitismo,@2001osado09 @lopezobrador_ SERÁ QUE EL BODOQUE CHOCOFLAN TIENE LOS CARACTERES DE UN INDIVIDUO TRISÓMICO(MONGOLOIDE) O ES MI IMAGINACIÓN??🤔🫢🤔🫢🤔🫢🤔🫢🤔🫢🤔🫢,
165021,Xenofobia,@ElisBequiman @Terra__Brasilis Tô quase vendo o mesmo depois de alguns episódios.  Depender do bosta do Bolsonaro é que me lasca.,
165022,Sexismo,@FazendaMoments @Dra_Deolane Pistoleira,
165023,Capacitismo,@capitao_51 @Lemos43876125 Agora o tio do churrasco serve  Esse mondrongo precisa de um pente e olha que eu sou careca,
165024,Capacitismo,otario https://t.co/z5H5f8PhWW,
165025,Assedio,Raspadinha tbm au gosto disso https://t.co/1g98aaEEVs,
165026,Capacitismo,@ghoostgyyrl Tem um video do anao professo chuck mt bom,
165027,Sexismo,"Gnt e serio Tem alguma coisa acontecendo Eu preciso ver a catiço Pq não é possível Eu só tô atraindo problema E cachorro perdido sem adotante E cachorra atropelada E homem apagado em festa q eu mal conheço mas tá sozinho e eu fico assim ""ue vou deixar ele sozinho? Apagado?""",
165028,Capacitismo,oos ultimos 3 state of play foram tudo aidético meu deus sony,
165029,Calunia,Tem que prender o meliante que age acintosamente à margem da lei! Constituição nele!!!! 🇧🇷 https://t.co/66IOtjy900,
165030,Xenofobia,@povotime1910 @UOLEsporte Que boca e river oquea gente tem medo é pegar time de operários que a gente sempre toma gol de um volante paraguaio de 37 anos no ultimo minuto dentro da arena que nunca marcou um gol na vida https://t.co/44RTAp74La,
165031,Capacitismo,@GugaNoblat QUE RETARDADO! DEVE DORMIR MORDENDO  A FRONHA SONHANDO COM O PRESIDENTE!,
165032,Xenofobia,Jungkook argentino mañana a partir de las 11:40 (Apertura del mundial) siono.,
165033,Capacitismo,@1973Luisalberto @VickyRosell @albert_poux @eldiarioes Hace falta ser deficiente para ver lo que está pasando e ir por la vida diciendo estas imbecilidades.  Espero que por lo menos te den paguita para que puedas llevar a alguien al lado que te limpie la baba.,
165034,Assedio,"@gonzalojacome Alcalde teña coidado. Esta a rematar ca chupadeira de moitos parásitos dos cartos pubricos. Non vaia ter un "" accidente "". Jajajaja. Forza e adiante.",
165035,Capacitismo,Qual a necessidade de se exibir assim parecendo uma debilmental?  Massagear o ego dela e ganhar likes dos outros imbecis  Se apanhar sera muito merecido https://t.co/DgeqFE7Pzh,
165036,Aparencia,@juliavllz feiosa to puta contigo,
165037,Sexismo,@soueumafezinha só sapatao bom demais vamo?,
165038,Assedio,@zxluar fato rabudona 👏🏻👏🏻,
165039,Calunia,@_natolea E TU É? Não então cala essa boca imunda e fedida,
165040,Sexismo,@Moses_Besouchet @carinbw to lembrando dos bons tempos de capina aqui na baleia,
165041,Sexismo,@mawhitshay sem paciência com essas mocreia maria,
165042,Sexismo,@jopyrodriguez @sindicatodedom4 Un amigo me decía que le salia más barato pagar una meretriz a tener una novia.,
165043,Xenofobia,@_gahs25 Buenísimo!,
165044,Calunia,de tu cuerpo soy fanático y si te pruebo puede q me vuelva adikto https://t.co/qXWHauixaT,
165045,Calunia,@uaimantena @madumanenti os únicos que quer biscoito é os cornao protestando enquanto o mito fica trancado no quarto dele tomando viagra,
165046,Politica,@folha O Santo do Pau oco @LulaOficial Ladrão Corrupto... E a Extrema Imprensa da Canhota lambendo o Saco do 9 DEDOS passando pano para ele o PT e o Puxadinho do PT o STF e o TSE #LadraoNaoSobeRampa,
165047,Sexismo,Fiz omad umas 12:40 e agora tô morrendo d fome,
165048,Sexismo,@dearcalories seu cabelo cacheado é MT lindo da pra vezes penteados lindooos e solto é mais lindo aí não liga pra essa mocrea sem noção,
165049,Capacitismo,Me cae bien la mayoría de gente hasta que empiezan a hablar de política sin tener ni idea. Si no sabes de lo que hablas no hagas afirmaciones categóricas imbécil.,
165050,Calunia,este discurso de corrupção no governo do p t vai ser um tiro no pé do bolson a maior ladroeira esta no governo dele mas o sujeito é tão cara de pau que ele pensa que ninguém esta vendo eles roubando,
165051,Xenofobia,@brnxps @tiny_luscas @daphneblak Migo. Ele literalmente traduz muitos textos gringos. Não é me falaram. Eu vi vários.,
165052,Assedio,Tatiana falou que a voz da mulher do bingo é de puta chupadeira KKKKKKKK,
