,Category,Text,Classification
50000,Calunia,Más que idiota es ignorante #puq https://t.co/Wuh0HWMSMb,
50001,Calunia,@TumultoBR O caso do ladrão foi julgado na velocidade da luz,
50002,Calunia,se tudo ocorrer como gostaria eu volto de Salvador sem dinheiro p pagar o aluguel vou precisar que alguem me hospede em casa por 1 mes,
50003,Capacitismo,Un comentario pesimo ojala se vaya! https://t.co/cHfgayogCq,
50004,Xenofobia,Noite gostosinha com meu branquelo 😍,
50005,Sexismo,😘 https://t.co/VZBRmdcpgr https://t.co/uhEtwrFAlU,
50006,Sexismo,DESGRACA PUTA CADELA VADIA EMBUSTEE,
50007,Capacitismo,Que  vergüenza y con un poco de suerte  sale antes y vuelta a lo. MismoCondenado a cinco años de cárcel por matar a dos jóvenes en Navarra cuando conducía drogado https://t.co/aa4TlZCbY7 vía @navarra_com,
50008,Xenofobia,@edelamadrid que podemos decir de tu padre el iniciador del neoliberalismo que por ser servil le doblaban la manos y obedecia como fiel siervo de los gringos no ese tipo de trabajo ya estuvo suave NO QUEREMOS LA MAYORIA!!!,
50009,Capacitismo,vai ser lerdo assim na puta q pariu!!!!!,
50010,Xenofobia,@arroba_oculta Só depois de muita mas muita humilhação San🥲,
50011,Capacitismo,@amarelinhadoBR @MarceloAdnet Boaaa ACORDA ALIENADO,
50012,Sexismo,@sasa_quesada vai estudar piranha,
50013,Xenofobia,@__tanajura__ é xingling,
50014,Assedio,Eu não aguento mais trocadilho com Koo puta que pariu,
50015,Aparencia,@muurangos me segue feioso,
50016,Politica,@FascismoFree E volta ao mesmo assunto - facista ou nazista! Já deu né?,
50017,Religião,@LailadeMoraes Energia de tchola,
50018,Capacitismo,#ReporteVial 🚦 | Se registra buen avance vehicular en Av. Cuarta Av. y Av. Lázaro Cárdenas. https://t.co/QUtOkR8zh1,
50019,Sexismo,Me matei  odeio estudar vou virar prostituta fodase,
50020,Calunia,@chiIdetiamo Eu com você e a Hare falando do fedido 24/7,
50021,Capacitismo,@ChenchoXVIII Ya ve hermano hay cada mongoloide con avatar de Tom Brady o Pochos de Kgada que sólo les da risa sus tuits robados del Facebook.  Pdta. Que rechinguen a su reputisima reperra madre.,
50022,Assedio,olhei e gritei: BOAZUDA https://t.co/Y0S8UtR0oU,
50023,Etnia,@macacosfoda @llesbiiana a gente q tiver o macaco,
50024,Calunia,Algún vecino de la misma manzana q no logro identificar estuvo de joda y karaoke allthenigth ahora sábado 6.50 am ladra Libre de Nino Bravo a todo lo que da. Lo quiero cagar a trompadas pero estoy tarareando el estribillo de la canción..  flaco es de día ya fue!,
50025,Capacitismo,@ataekooksimp 😭😭 muchas gracias a veces siento que soy deficiente,
50026,Capacitismo,@sosaman_ps @IsmaelG19077059 @InfoCoDES_ Esa mierda es free win te vas al techo y ya ganaste que hablas estúpido😂,
50027,Capacitismo,Fecha essa porcaria e vai abrir na Venezuela seu debiloide. https://t.co/xKMt89Zu6a,
50028,Capacitismo,minha ni inferior atacando to paranoica pra uma desgraça,
50029,Capacitismo,@scientia_de @shitpostverdade 🥺🥺🥺 o seu ceguinho..,
50030,Calunia,@sidelinemike29 @OhioBoysLax Open for hosting you all for a scrimmage if you’re interested!,
50031,Capacitismo,@pabloschi Se festejo como un gol !!!,
50032,Etnia,@claudioedantas Nos bastidores devem ser motivo de chacota entre seus quadros. Enaltecer o ato parece denigrir tal ação com a sujeira do interesse alheio por isso continue assim fazendo política para o povo.,
50033,Capacitismo,@DaniellaBarboz6 @leandroruschel Senhora em que mundo vc vive? Em vez de cuidar das crianças que realmente precisam o CNJ vai atrás das crianças que possuem famílias estruturadas e estão com seus pais... Ah... desculpe vc é mãe de pet...,
50034,Xenofobia,@Eu_simplesment Mas se eles puxaram a Pétala da baia direto não vai adiantar   Pq o poder vai ser obrigado a trocar o terceiro roceiro,
50035,Capacitismo,Me fui de mi casa a las 8 de la mañana y volví a las 10 de la noche y me esperan con una HAMBURGUESA DE PESCADO SECA literalmente no me quieren,
50036,Capacitismo,@eu_oeiras Clarooo tava doido pra postar ela desde q fiz e com o samba saindo nem me segurei mais,
50037,Assedio,@chaepray to c a ayaka desd q comecei a jogar e nn consigo enjoar daquela testuda,
50038,Xenofobia,nessas horas não tem um fdp pra ajudar mas final de ano tá aí.. só vai tá do meu lado quem tava na correria,
50039,Capacitismo,@Batistajoana_ o quadro la da sala ta cheio de mondrongo KKKKKKKKKKKK,
50040,Assedio,@andrefernm Faltando  a tua Raspadinha.,
